psi	res
80	0.00175609385459796
80	0.00217309385459796
80	0.00202209385459795
80	0.00262609385459789
81	-0.000458906145402116
81	0.000414093854597897
81	0.000596093854597912
81	1.7093854597916e-05
81	0.00169509385459787
81	0.00185709385459787
81	0.0017810938545979
81	0.00219909385459793
81	0.00207009385459789
81	0.0026420938545979
82	-0.000407906145402093
82	0.000451093854597961
82	0.000614093854597875
82	9.00938545979058e-05
82	0.0017460938545979
82	0.00187609385459797
82	0.00181909385459789
82	0.00225609385459791
82	0.00202509385459793
82	0.00267409385459794
83	-0.000336906145402049
83	0.000464093854597891
83	0.000614093854597875
83	0.000172093854597932
83	0.00176609385459792
83	0.00193809385459787
83	0.0018310938545979
83	0.00229609385459795
83	0.00203209385459791
83	0.0026650938545979
84	-0.000297906145402038
84	0.000493093854597948
84	0.000608093854597924
84	0.000201093854597878
84	0.00180709385459787
84	0.00194409385459793
84	0.00186309385459793
84	0.00232109385459789
84	0.00206809385459794
84	0.00271709385459795
85	-0.000299906145402096
85	0.000508093854597935
85	0.000645093854597878
85	0.000209093854597886
85	0.00182209385459797
85	0.0019970938545979
85	0.00188809385459787
85	0.00233109385459795
85	0.00209009385459791
85	0.00274409385459795
86	-0.000252906145402076
86	0.000523093854597922
86	0.000639093854597927
86	0.000254093854597959
86	0.0018620938545979
86	0.00205709385459796
86	0.00189709385459791
86	0.0023830938545979
86	0.00214409385459791
86	0.00276409385459797
87	-0.000213906145402065
87	0.000560093854597876
87	0.000654093854597915
87	0.000304093854597953
87	0.00189009385459793
87	0.00212809385459789
87	0.00192209385459796
87	0.00238909385459796
87	0.00213809385459796
87	0.00276709385459795
88	-0.000167906145402075
88	0.000562093854597934
88	0.000670093854597931
88	0.000328093854597977
88	0.0019120938545979
88	0.00209109385459794
88	0.00198909385459789
88	0.00239609385459794
88	0.00215009385459797
88	0.00279609385459789
89	-0.000196906145402131
89	0.000559093854597958
89	0.000672093854597877
89	0.000334093854597928
89	0.00193109385459789
89	0.00206709385459791
89	0.00205409385459787
89	0.00242509385459788
89	0.00218209385459789
89	0.0027810938545979
90	-0.000151906145402059
90	0.000607093854597895
90	0.000645093854597878
90	0.000340093854597878
90	0.00190809385459789
90	0.00210509385459789
90	0.00202609385459795
90	0.00243009385459791
90	0.00218709385459792
90	0.00279909385459787
