Del_APP	delta0	nC_APP	p_APP
8.19	0	12	0.0140562012636211
8.2	0	12	0.0140490530113604
8.21	0	12	0.0140375638938136
8.22	0	12	0.0140235074401196
8.23	0	12	0.0140095611504144
8.24	0	12	0.013996087508012
8.25	0	12	0.013995964570402
8.26	0	12	0.0139902679333055
8.27	0	12	0.0139768842697912
8.28	0	13	0.0138097997402734
8.29	0	13	0.0138101742630764
8.3	0	13	0.0138108508892787
8.31	0	13	0.0138115214768189
8.32	0	13	0.0138121860187514
8.33	0	13	0.0138025759965348
8.34	0	13	0.0137887373650866
8.35	0	13	0.0137713819635639
8.36	0	13	0.0137538746625721
8.37	0	13	0.0137363846200045
8.38	0	13	0.0137189118285738
8.39	0	13	0.0137014562809783
8.4	0	13	0.0136840179699022
8.41	0	13	0.0136665968880151
8.42	0	13	0.0136603941638246
8.43	0	13	0.0136640777275085
8.44	0	13	0.0136475225440281
8.45	0	13	0.0136358762623317
8.46	0	13	0.0136260856207868
8.47	0	13	0.0136127451865868
8.48	0	13	0.0136067131390729
8.49	0	13	0.0135895297135612
8.5	0	13	0.0135723624609237
8.51	0	13	0.0135639324944597
8.52	0	13	0.0135593631317203
8.53	0	13	0.0135548039354572
8.54	0	13	0.0135502549011138
8.55	0	13	0.0135457160241461
8.56	0	13	0.0135325251175606
8.57	0	13	0.0135186322953371
8.58	0	13	0.0135047554514458
8.59	0	13	0.01349121478008
8.6	0	13	0.0134777418401611
8.61	0	13	0.013466866029677
8.62	0	13	0.0134622084862811
8.63	0	13	0.0134475338031679
8.64	0	13	0.0134328759984544
8.65	0	13	0.0134182350552182
8.66	0	13	0.0134036109565497
8.67	0	13	0.0133890036855526
8.68	0	13	0.0133744132253432
8.69	0	13	0.0133598395590506
8.7	0	13	0.0133452826698171
8.71	0	13	0.0133307425407977
8.72	0	13	0.0133186310887151
8.73	0	13	0.0133150100390601
8.74	0	13	0.013297268652503
8.75	0	13	0.0132819472064661
8.76	0	13	0.013276525844411
8.77	0	13	0.0132711169398736
8.78	0	13	0.0132657873903204
8.79	0	13	0.0132604514746311
8.8	0	13	0.0132551092003427
8.81	0	13	0.0132479539551516
8.82	0	13	0.0132310851111439
8.83	0	13	0.0132142323833635
8.84	0	13	0.0131973957660727
8.85	0	13	0.0131805752535173
8.86	0	13	0.0131637708399274
8.87	0	13	0.0131469825195165
8.88	0	13	0.0131305341705414
8.89	0	13	0.0131142468066382
8.9	0	13	0.0131185208874151
8.91	0	13	0.013122797685344
8.92	0	13	0.0131080200387707
8.93	0	13	0.0130904490018473
8.94	0	13	0.0130728966161343
8.95	0	13	0.0130553628704174
8.96	0	13	0.0130380268801961
8.97	0	13	0.0130207506026927
8.98	0	13	0.0130034928055987
8.99	0	13	0.012986253477582
9	0	13	0.0129723137694533
9.01	0	13	0.0129642134885522
9.02	0	13	0.0129561243726985
9.03	0	13	0.0129433936602048
9.04	0	13	0.0129284230749943
9.05	0	13	0.0129134695767653
9.06	0	13	0.0129054435743606
9.07	0	13	0.0128995877204364
9.08	0	13	0.012893726163036
9.09	0	13	0.0128850993625158
9.1	0	13	0.0128683195333876
9.11	0	13	0.0128515564551337
9.12	0	13	0.0128348101201352
9.13	0	13	0.01281808052076
9.14	0	13	0.0128013676493624
9.15	0	13	0.0127846714982835
9.16	0	13	0.012767992059851
9.17	0	13	0.0127513293263793
9.18	0	13	0.0127346832901697
9.19	0	13	0.0127180539435102
9.2	0	13	0.0127014412786754
9.21	0	13	0.0126848686722413
9.22	0	13	0.0126684035895054
9.23	0	13	0.0126530932943647
9.24	0	13	0.0126426355698955
9.25	0	13	0.0126321904612636
9.26	0	13	0.0126217579564783
9.27	0	13	0.0126113380435599
9.28	0	13	0.0126010112036921
9.29	0	13	0.0125907092522155
9.3	0	13	0.0125804198138114
9.31	0	13	0.0125701428763583
9.32	0	13	0.0125598784277469
9.33	0	13	0.0125496264558794
9.34	0	13	0.0125393869486703
9.35	0	13	0.012529159894046
9.36	0	13	0.0125189452799447
9.37	0	13	0.0125087430943167
9.38	0	13	0.012498553325124
9.39	0	13	0.0124883759603407
9.4	0	13	0.0124782109879529
9.41	0	13	0.0124680583959583
9.42	0	13	0.0124535754680417
9.43	0	13	0.0124366475888605
9.44	0	13	0.0124197395263857
9.45	0	13	0.0124028506096094
9.46	0	13	0.0123863009118264
9.47	0	13	0.0123838372746183
9.48	0	13	0.0123813669111214
9.49	0	13	0.0123788898219092
9.5	0	13	0.0123764060075745
9.51	0	13	0.0123676651889288
9.52	0	13	0.0123577601948483
9.53	0	13	0.0123481774683297
9.54	0	13	0.0123386066657439
9.55	0	13	0.0123290477755872
9.56	0	13	0.0123195007863672
9.57	0	13	0.01231421117272
9.58	0	13	0.0123183132632664
9.59	0	13	0.0123224180385593
9.6	0	13	0.0123230870251604
9.61	0	13	0.0123111109927975
9.62	0	13	0.0122991489846351
9.63	0	13	0.0122872009864482
9.64	0	13	0.0122752669840244
9.65	0	13	0.0122633469631634
9.66	0	13	0.0122514409096772
9.67	0	13	0.0122395488093902
9.68	0	13	0.0122276706481392
9.69	0	13	0.012215806411773
9.7	0	13	0.0122039560861531
9.71	0	13	0.012192119657153
9.72	0	13	0.0121802971106586
9.73	0	13	0.0121684884325681
9.74	0	13	0.0121566936087919
9.75	0	13	0.0121449126252529
9.76	0	13	0.0121331454678859
9.77	0	13	0.0121213921226384
9.78	0	13	0.0121096525754698
9.79	0	13	0.012097926812352
9.8	0	13	0.0120855466556469
9.81	0	13	0.0120742733928267
9.82	0	13	0.0120624149236649
9.83	0	13	0.0120505703449283
9.84	0	13	0.0120387396426214
9.85	0	13	0.0120269228027603
9.86	0	13	0.0120151198113729
9.87	0	13	0.0120033306544991
9.88	0	13	0.0119915553181905
9.89	0	13	0.0119797937885104
9.9	0	13	0.0119680460515341
9.91	0	13	0.0119563120933486
9.92	0	13	0.0119445919000526
9.93	0	13	0.0119328854577569
9.94	0	13	0.0119211927525837
9.95	0	14	0.0118612206227805
9.96	0	14	0.0118467866309923
9.97	0	14	0.0118295204547703
9.98	0	14	0.0118122752954134
9.99	0	14	0.0117950511347449
10	0	14	0.0117778479545908
10.01	0	14	0.0117606657367801
10.02	0	14	0.0117436873087884
10.03	0	14	0.0117269492801464
10.04	0	14	0.011710230550959
10.05	0	14	0.0116935407071624
10.06	0	14	0.0116806644193085
10.07	0	14	0.0116688227063405
10.08	0	14	0.0116569953668584
10.09	0	14	0.0116451823858049
10.1	0	14	0.011633383748136
10.11	0	14	0.011621599438821
10.12	0	14	0.0116098294428425
10.13	0	14	0.0115980877779139
10.14	0	14	0.0115868210900374
10.15	0	14	0.0115755680973102
10.16	0	14	0.0115686025346784
10.17	0	14	0.01157071277682
10.18	0	14	0.0115728196192687
10.19	0	14	0.0115749230536863
10.2	0	14	0.0115770230717355
10.21	0	14	0.0115648115212098
10.22	0	14	0.0115515348651225
10.23	0	14	0.011538274308525
10.24	0	14	0.0115250298342102
10.25	0	14	0.0115118014249849
10.26	0	14	0.0114985890636707
10.27	0	14	0.0114853927331031
10.28	0	14	0.0114722124161323
10.29	0	14	0.0114590480956228
10.3	0	14	0.0114458997544533
10.31	0	14	0.011432767375517
10.32	0	14	0.0114196509417212
10.33	0	14	0.0114065504359879
10.34	0	14	0.0113917946719868
10.35	0	14	0.011375164294161
10.36	0	14	0.0113585545133005
10.37	0	14	0.0113421487338689
10.38	0	14	0.0113286387631607
10.39	0	14	0.0113256248834328
10.4	0	14	0.0113153448227165
10.41	0	14	0.0113023177557061
10.42	0	14	0.0112893598363768
10.43	0	14	0.0112764176751151
10.44	0	14	0.0112634912549999
10.45	0	14	0.0112505805591248
10.46	0	14	0.0112376855705975
10.47	0	14	0.0112248062725399
10.48	0	14	0.0112119426480884
10.49	0	14	0.0111990946803934
10.5	0	14	0.0111862623526197
10.51	0	14	0.0111734456479463
10.52	0	14	0.0111606445495665
10.53	0	14	0.0111478590406879
10.54	0	14	0.0111350891045323
10.55	0	14	0.0111230233000548
10.56	0	14	0.0111119420130329
10.57	0	14	0.0111008842946748
10.58	0	14	0.0110899062126068
10.59	0	14	0.0110789415962032
10.6	0	14	0.0110680750145216
10.61	0	14	0.011058370414248
10.62	0	14	0.0110460166896874
10.63	0	14	0.0110349786149694
10.64	0	14	0.0110239539903965
10.65	0	14	0.0110129428018973
10.66	0	14	0.011001945035413
10.67	0	14	0.0109909606768974
10.68	0	14	0.0109800214951569
10.69	0	14	0.0109691155922956
10.7	0	14	0.0109582230799359
10.71	0	14	0.0109473439437758
10.72	0	14	0.0109364781695265
10.73	0	14	0.0109256257429127
10.74	0	14	0.0109147866496727
10.75	0	14	0.0109039608755581
10.76	0	14	0.010893148406334
10.77	0	14	0.010882349227779
10.78	0	14	0.0108715633256851
10.79	0	14	0.0108607906858577
10.8	0	14	0.0108500312941157
10.81	0	14	0.0108392851362913
10.82	0	14	0.0108285521982302
10.83	0	14	0.0108178324657915
10.84	0	14	0.0108071259248477
10.85	0	14	0.0107941330333993
10.86	0	14	0.010780144634063
10.87	0	14	0.010766169082394
10.88	0	14	0.0107522063765855
10.89	0	14	0.0107382565148103
10.9	0	14	0.0107243194952202
10.91	0	14	0.0107103953159469
10.92	0	14	0.0106964839751013
10.93	0	14	0.0106825854707741
10.94	0	14	0.0106686998010354
10.95	0	14	0.0106548269639349
10.96	0	14	0.010640966957502
10.97	0	14	0.0106271197797458
10.98	0	14	0.0106132854286551
10.99	0	14	0.0105994639021985
11	0	14	0.0105859827093563
11.01	0	14	0.0105764862543004
11.02	0	14	0.0105773215936325
11.03	0	14	0.0105739849042352
11.04	0	14	0.0105585422387483
11.05	0	14	0.0105431181549227
11.06	0	14	0.0105277126376729
11.07	0	14	0.0105123256719122
11.08	0	14	0.0104969572425531
11.09	0	14	0.010481607334507
11.1	0	14	0.0104662759326846
11.11	0	14	0.0104509630219959
11.12	0	14	0.0104356685873496
11.13	0	14	0.0104203926136541
11.14	0	14	0.0104051499669497
11.15	0	14	0.0103899550944782
11.16	0	14	0.0103747786843646
11.17	0	14	0.0103596207211665
11.18	0	14	0.0103467200855618
11.19	0	14	0.0103348022586724
11.2	0	14	0.0103228990747927
11.21	0	14	0.0103110105180423
11.22	0	14	0.0102979369905058
11.23	0	14	0.0102831228946741
11.24	0	14	0.0102683259423865
11.25	0	14	0.0102535461215629
11.26	0	14	0.0102387834201174
11.27	0	14	0.0102240378259576
11.28	0	14	0.0102093093269854
11.29	0	14	0.0101945979110967
11.3	0	14	0.0101799035661813
11.31	0	14	0.010165226280123
11.32	0	14	0.0101505660407998
11.33	0	15	0.0100633602617201
11.34	0	15	0.0100481999435303
11.35	0	15	0.0100330586300173
11.36	0	15	0.0100179363049149
11.37	0	15	0.0100028329519567
11.38	0	15	0.00998774855487614
11.39	0	15	0.00997268309740611
11.4	0	15	0.0099576365632795
11.41	0	15	0.009942608936229
11.42	0	15	0.00992760019998702
11.43	0	15	0.00991261033828594
11.44	0	15	0.0098976393348581
11.45	0	15	0.00988268717343566
11.46	0	15	0.00986775383775078
11.47	0	15	0.00985444171007354
11.48	0	15	0.00984395093549146
11.49	0	15	0.00984186745597605
11.5	0	15	0.00984281743056904
11.51	0	15	0.00984406914780511
11.52	0	15	0.00984532932918362
11.53	0	15	0.00984642175395414
11.54	0	15	0.00983548198904403
11.55	0	15	0.00983622851726562
11.56	0	15	0.00983832307272905
11.57	0	15	0.00984041532142933
11.58	0	15	0.00984250525563083
11.59	0	15	0.00984459286759575
11.6	0	15	0.00984667814958425
11.61	0	15	0.00984876109385408
11.62	0	15	0.00985084169266101
11.63	0	15	0.00985291993825867
11.64	0	15	0.00985499582289852
11.65	0	15	0.00985025072272713
11.66	0	15	0.0098415184513911
11.67	0	15	0.00983279771746919
11.68	0	15	0.00982408850852098
11.69	0	15	0.00981088953205648
11.7	0	15	0.00979579610424847
11.71	0	15	0.00978072244038761
11.72	0	15	0.00976566852127306
11.73	0	15	0.0097506343277104
11.74	0	15	0.00973561984051175
11.75	0	15	0.00972062504049557
11.76	0	15	0.00970564990848701
11.77	0	15	0.00969069442531759
11.78	0	15	0.00967575857182549
11.79	0	15	0.00966084232885542
11.8	0	15	0.00964594567725876
11.81	0	15	0.00963106859789339
11.82	0	15	0.00961621107162386
11.83	0	15	0.00960137307932152
11.84	0	15	0.00958655460186423
11.85	0	15	0.00957175562013666
11.86	0	15	0.0095569761150302
11.87	0	15	0.00954221606744295
11.88	0	15	0.00952747545827982
11.89	0	15	0.00951275426845254
11.9	0	15	0.00949805247887955
11.91	0	15	0.00948337007048626
11.92	0	15	0.00946870702420484
11.93	0	15	0.00945606003948106
11.94	0	15	0.00944396526239253
11.95	0	15	0.00943188608906481
11.96	0	15	0.00941982250165886
11.97	0	15	0.00940778985957553
11.98	0	15	0.00939588809868526
11.99	0	15	0.00938400175262781
12	0	15	0.0093721308038295
12.01	0	15	0.00936027523473234
12.02	0	15	0.00934843502779416
12.03	0	15	0.00933661016548854
12.04	0	15	0.00932640873589509
12.05	0	15	0.00932086831434048
12.06	0	15	0.00931533694712111
12.07	0	15	0.00930981462651313
12.08	0	15	0.00930430134480531
12.09	0	15	0.00929879709429895
12.1	0	15	0.00929332769180845
12.11	0	15	0.00928810581828038
12.12	0	15	0.00928289276542348
12.13	0	15	0.00927768852601168
12.14	0	15	0.00927249309283126
12.15	0	15	0.00926730645868105
12.16	0	15	0.00926212861637232
12.17	0	15	0.00925695955872875
12.18	0	15	0.00925179927858664
12.19	0	15	0.00924664776879459
12.2	0	15	0.00924169005286383
12.21	0	15	0.00924037519429637
12.22	0	15	0.00923906820208227
12.23	0	15	0.00923776907545735
12.24	0	15	0.00923647781367099
12.25	0	15	0.0092351944159858
12.26	0	15	0.00923391888167797
12.27	0	15	0.00923265121003707
12.28	0	15	0.00923139140036611
12.29	0	15	0.00923013945198151
12.3	0	15	0.00922889536421322
12.31	0	15	0.00922765913640454
12.32	0	15	0.00922643076791229
12.33	0	15	0.0092252102581067
12.34	0	15	0.00922399760637146
12.35	0	15	0.00922279281210373
12.36	0	15	0.00922159587471417
12.37	0	15	0.00922040679362684
12.38	0	15	0.0092192255682793
12.39	0	15	0.00921805219812261
12.4	0	15	0.00921688668262124
12.41	0	15	0.00921572902125326
12.42	0	15	0.00921457921351008
12.43	0	15	0.0092087627938269
12.44	0	15	0.00919787205508622
12.45	0	15	0.00918460524971765
12.46	0	15	0.00917135365877699
12.47	0	15	0.00915811727332953
12.48	0	15	0.00914489608442893
12.49	0	15	0.00913169008311728
12.5	0	15	0.00911849926042517
12.51	0	15	0.00910532360737167
12.52	0	15	0.00909216311496446
12.53	0	15	0.00907901777419973
12.54	0	15	0.00906834107559865
12.55	0	15	0.00906345342595032
12.56	0	15	0.00906451103785236
12.57	0	15	0.00906602037090058
12.58	0	15	0.00906752645640933
12.59	0	15	0.00906902928756322
12.6	0	15	0.00906996071903537
12.61	0	15	0.00905874423100248
12.62	0	15	0.00904754229518788
12.63	0	15	0.00903635489487918
12.64	0	15	0.00902518201337942
12.65	0	15	0.00901451809350513
12.66	0	15	0.0090095098633425
12.67	0	15	0.00900451024466293
12.68	0	15	0.00899951923049766
12.69	0	15	0.00899453681389018
12.7	0	15	0.00898473442582187
12.71	0	15	0.00897113120702516
12.72	0	15	0.00895754486456713
12.73	0	15	0.00894397538486585
12.74	0	15	0.00893042275433598
12.75	0	15	0.00891688695938885
12.76	0	15	0.0089033679864323
12.77	0	15	0.00888986582187097
12.78	0	15	0.00887638045210605
12.79	0	15	0.00886291186353561
12.8	0	15	0.00884946004255443
12.81	0	16	0.00876534446904088
12.82	0	16	0.0087525167794467
12.83	0	16	0.00873970323098784
12.84	0	16	0.00872690381759221
12.85	0	16	0.00871411853316998
12.86	0	16	0.00870134737161342
12.87	0	16	0.00868859032679703
12.88	0	16	0.0086758473925776
12.89	0	16	0.00866311856279429
12.9	0	16	0.00865040383126853
12.91	0	16	0.00863770319180427
12.92	0	16	0.00862501663818782
12.93	0	16	0.00861234416418813
12.94	0	16	0.00859968576355658
12.95	0	16	0.00858704143002726
12.96	0	16	0.00857441115731683
12.97	0	16	0.00856179493912474
12.98	0	16	0.00854928885928915
12.99	0	16	0.00853681391833635
13	0	16	0.00852435288886658
13.01	0	16	0.00851190576470292
13.02	0	16	0.00849947253965141
13.03	0	16	0.00848705320750084
13.04	0	16	0.00847464776202311
13.05	0	16	0.00846225619697298
13.06	0	16	0.00844987850608828
13.07	0	16	0.00843751468308998
13.08	0	16	0.00842516472168216
13.09	0	16	0.00841282861555202
13.1	0	16	0.00840050635837007
13.11	0	16	0.00838819794379006
13.12	0	16	0.0083814118325358
13.13	0	16	0.00837419574121726
13.14	0	16	0.00836069116389913
13.15	0	16	0.00834720488970826
13.16	0	16	0.00833373690074831
13.17	0	16	0.00832028717912691
13.18	0	16	0.0083068557069557
13.19	0	16	0.00829376814161277
13.2	0	16	0.00829048637946802
13.21	0	16	0.0082872125607915
13.22	0	16	0.00828394668112475
13.23	0	16	0.00828068873602197
13.24	0	16	0.00827752231460853
13.25	0	16	0.00827101756728422
13.26	0	16	0.00825803318936374
13.27	0	16	0.00824506567618767
13.28	0	16	0.00823211501331415
13.29	0	16	0.0082191811862987
13.3	0	16	0.00820626418069425
13.31	0	16	0.00819336398205106
13.32	0	16	0.00818048057591695
13.33	0	16	0.00816761394783724
13.34	0	16	0.00815476408335464
13.35	0	16	0.00814193096800971
13.36	0	16	0.00813197821078107
13.37	0	16	0.00812376910220612
13.38	0	16	0.00811557111496736
13.39	0	16	0.00810738423617362
13.4	0	16	0.00809920845294805
13.41	0	16	0.00809104375242776
13.42	0	16	0.00808289012176424
13.43	0	16	0.00807474754812288
13.44	0	16	0.00806661601868338
13.45	0	16	0.00805849552063951
13.46	0	16	0.00805038604119916
13.47	0	16	0.00804228756758423
13.48	0	16	0.00803353218096438
13.49	0	16	0.00802184995096634
13.5	0	16	0.0080101801022039
13.51	0	16	0.0079985226310019
13.52	0	16	0.00798687753366515
13.53	0	16	0.00797524480647858
13.54	0	16	0.00796362444570722
13.55	0	16	0.00795203840217011
13.56	0	16	0.00794058890138124
13.57	0	16	0.00792915158105692
13.58	0	16	0.00791772643747979
13.59	0	16	0.0079063134669132
13.6	0	16	0.00789491266560133
13.61	0	16	0.00788352402976917
13.62	0	16	0.00787214755562259
13.63	0	16	0.0078607832393484
13.64	0	16	0.00784943107711434
13.65	0	16	0.0078380910650692
13.66	0	16	0.00782676319934275
13.67	0	16	0.00781544747604593
13.68	0	16	0.00780414389127082
13.69	0	16	0.00779354609229242
13.7	0	16	0.0077868028261772
13.71	0	16	0.00778006907193289
13.72	0	16	0.0077733448192246
13.73	0	16	0.00776078645120951
13.74	0	16	0.00774810502811289
13.75	0	16	0.00773565686123037
13.76	0	16	0.00773342022840989
13.77	0	16	0.00773352185687042
13.78	0	16	0.0077333744113456
13.79	0	16	0.00772668292532692
13.8	0	16	0.00772000099455972
13.81	0	16	0.0077133286084645
13.82	0	16	0.00770666575647488
13.83	0	16	0.00770001242803766
13.84	0	16	0.00769339116176588
13.85	0	16	0.00768678949426104
13.86	0	16	0.00768019718492102
13.87	0	16	0.00767361422359884
13.88	0	16	0.00766704060016008
13.89	0	16	0.00766047630448273
13.9	0	16	0.00765392132645731
13.91	0	16	0.00764737565598668
13.92	0	16	0.00764083928298626
13.93	0	16	0.00763431219738383
13.94	0	16	0.00762779438911969
13.95	0	16	0.00762128584814644
13.96	0	16	0.00761478656442923
13.97	0	16	0.00760829652794552
13.98	0.0537191887625095	16	0.00799126971456279
13.99	0.0569522911774557	16	0.00802106732570641
14	0	17	0.00743170567955163
14.01	0	17	0.00741945477324448
14.02	0	17	0.00741620418747016
14.03	0	17	0.00741561420589688
14.04	0	17	0.00741503161873613
14.05	0	17	0.00741445642627892
14.06	0	17	0.0074108993552224
14.07	0	17	0.00740041707096143
14.08	0	17	0.00739012220700833
14.09	0	17	0.00737986402810784
14.1	0	17	0.0073696154423552
14.11	0	17	0.00735937645116865
14.12	0	17	0.00734914705594136
14.13	0	17	0.00733892725804153
14.14	0	17	0.00732871705881245
14.15	0	17	0.00731851645957244
14.16	0	17	0.00730832546161498
14.17	0	17	0.00730020027163701
14.18	0	17	0.00728850359444547
14.19	0	17	0.00727740399443795
14.2	0	17	0.00726706265316893
14.21	0	17	0.00725673109940094
14.22	0	17	0.0072464093341755
14.23	0	17	0.00723609735850889
14.24	0	17	0.00722579517339227
14.25	0	17	0.00721550277979167
14.26	0	17	0.00720522017864801
14.27	0	17	0.00719494737087719
14.28	0	17	0.00718473035298898
14.29	0	17	0.00717457487668951
14.3	0	17	0.0071639025064562
14.31	0	17	0.00715214015069217
14.32	0	17	0.00714322353147494
14.33	0	17	0.00713400406023184
14.34	0	17	0.00712797200011657
14.35	0	17	0.00712031381415045
14.36	0	17	0.00711266624349601
14.37	0	17	0.00710502927534927
14.38	0	17	0.00709740289692068
14.39	0	17	0.00708978709543514
14.4	0	17	0.00708218185813204
14.41	0	17	0.00707466859250765
14.42	0	17	0.00706717560596966
14.43	0	17	0.00705969313758872
14.44	0	17	0.00705222117436599
14.45	0	17	0.0070447597033181
14.46	0	17	0.00703730871147705
14.47	0	17	0.0070298681858901
14.48	0	17	0.00702243811361996
14.49	0	17	0.0070150184817446
14.5	0	17	0.00700760927735738
14.51	0	17	0.00700021048756691
14.52	0	17	0.00699282209949714
14.53	0	17	0.00698544410028727
14.54	0	17	0.00697520435789928
14.55	0	17	0.00696667991957093
14.56	0	17	0.00696023638562421
14.57	0	17	0.0069538022075166
14.58	0	17	0.00694737737437842
14.59	0	17	0.00694081721591969
14.6	0	17	0.00693338583949359
14.61	0	17	0.00692606618726349
14.62	0	17	0.00691802059703155
14.63	0	17	0.00690806208874401
14.64	0	17	0.00689804541789885
14.65	0	17	0.00688803896630297
14.66	0	17	0.00687804273300078
14.67	0	17	0.00686805671701431
14.68	0	17	0.0068580809173433
14.69	0	17	0.00684914032992465
14.7	0	17	0.00684274262513499
14.71	0	17	0.00683635411491353
14.72	0	17	0.00682997478863486
14.73	0	17	0.00682122735189628
14.74	0	17	0.00681240796291258
14.75	0	17	0.00680359479967909
14.76	0	17	0.00679478786846493
14.77	0	17	0.00678598717551416
14.78	0	17	0.00677719272704576
14.79	0	17	0.00676840452925371
14.8	0	17	0.00675962258830686
14.81	0	17	0.00675084691034911
14.82	0	17	0.00674215301411338
14.83	0	17	0.00673351477497812
14.84	0	17	0.00672488275901397
14.85	0	17	0.00671625697208476
14.86	0	17	0.00670763742003028
14.87	0	17	0.00669902410866617
14.88	0	17	0.00669167634259601
14.89	0	17	0.00668688529221516
14.9	0	17	0.00668191467892379
14.91	0	17	0.00667701080568754
14.92	0	17	0.00667213899266734
14.93	0	17	0.00666738979181385
14.94	0	17	0.00666264837669555
14.95	0	17	0.00665791473928371
14.96	0	17	0.00665640267036136
14.97	0	17	0.00664947904618119
14.98	0	17	0.00664335672337573
14.99	0	17	0.00663839703836354
15	0	17	0.00663344534785465
15.01	0	17	0.00662862371577824
15.02	0	17	0.00662382790706179
15.03	0	17	0.00661903986567716
15.04	0	17	0.00661425958348643
15.05	0.0088951139666481	17	0.00666027323480138
15.06	0.0113597001374798	17	0.00667547239653502
15.07	0.0138280709135369	17	0.00669095159928743
15.08	0.0156284032365748	17	0.00670087904980563
15.09	0.0217473250789554	17	0.00674995581202057
15.1	0.0304358690740919	17	0.00682428553638186
15.11	0.0525973331566242	17	0.00697088389019481
15.12	0.0539702535713572	17	0.00698691123741266
15.13	0.0571199518952363	17	0.00700462103646714
15.14	0.0576204177711596	17	0.00699400403110957
15.15	0.0588433438765688	17	0.00700541554323657
15.16	0.0591220150092297	17	0.00701792631017251
15.17	0.0594001885629396	17	0.00703047272472854
15.18	0	18	0.00654520736310744
15.19	0	18	0.00653641756401187
15.2	0	18	0.00652959698188655
15.21	0	18	0.00652294891686145
15.22	0	18	0.00651631045391553
15.23	0	18	0.00650968158136626
15.24	0	18	0.00649943898360024
15.25	0	18	0.00648818689583781
15.26	0	18	0.00648870942217842
15.27	0	18	0.00647998888885148
15.28	0	18	0.00647133480563036
15.29	0	18	0.0064626930728653
15.3	0	18	0.00645406367461187
15.31	0	18	0.00644544659494304
15.32	0	18	0.00643491814838409
15.33	0	18	0.00642380496961827
15.34	0	18	0.00641270774979131
15.35	0	18	0.00640164027800894
15.36	0	18	0.00639233082706617
15.37	0	18	0.00638816485428555
15.38	0	18	0.00638403646024096
15.39	0	18	0.00637695152110711
15.4	0	18	0.00636844459483923
15.41	0	18	0.00635994982883716
15.42	0	18	0.00635146720736398
15.43	0	18	0.00634299671469993
15.44	0	18	0.00633453833514253
15.45	0	18	0.00632609205300639
15.46	0	18	0.00631765785262332
15.47	0	18	0.00630923571834242
15.48	0	18	0.00630082563452976
15.49	0	18	0.00629242758556864
15.5	0	18	0.00628404155585958
15.51	0	18	0.00627566752982004
15.52	0	18	0.00626730549188472
15.53	0	18	0.00625895542650535
15.54	0	18	0.0062506173181508
15.55	0	18	0.00624229115130699
15.56	0	18	0.00623189936139355
15.57	0	18	0.00622145010952651
15.58	0	18	0.00621101483331276
15.59	0	18	0.00620059352189281
15.6	0	18	0.00619018616439801
15.61	0	18	0.00617979274995056
15.62	0	18	0.00616941326766367
15.63	0	18	0.00615906696036137
15.64	0	18	0.00615573125273479
15.65	0	18	0.00615440272385037
15.66	0	18	0.00614371323479599
15.67	0	18	0.00613307546168769
15.68	0	18	0.00612245296080205
15.69	0	18	0.00611184571710149
15.7	0	18	0.00610125371554823
15.71	0	18	0.00609067694110457
15.72	0	18	0.00608011537873253
15.73	0	18	0.0060695690133942
15.74	0	18	0.00606047646247756
15.75	0	18	0.00606148450353556
15.76	0	18	0.00606336042333763
15.77	0	18	0.00606210549763583
15.78	0	18	0.00605404974274149
15.79	0	18	0.00604600556211098
15.8	0	18	0.00603797294065317
15.81	0	18	0.00602995186329375
15.82	0	18	0.00602194231497512
15.83	0	18	0.00601396883680937
15.84	0	18	0.00600621662314648
15.85	0	18	0.00599847564698989
15.86	0	18	0.00599074589311234
15.87	0	18	0.00598934653173488
15.88	0	18	0.00599009167917177
15.89	0	18	0.00599083440366418
15.9	0	18	0.00599157469958949
15.91	0	18	0.00599231256132742
15.92	0	18	0.00598501795855858
15.93	0	18	0.00597444055580536
15.94	0	18	0.00596387919644462
15.95	0	18	0.00595333386207017
15.96	0	18	0.00594280453428435
15.97	0	18	0.00593229119469797
15.98	0	18	0.0059217938249304
15.99	0	18	0.00591131240660954
16	0	18	0.00590084692137191
16.01	0	18	0.00589039735086265
16.02	0	18	0.00587996367673552
16.03	0	18	0.00586954588065289
16.04	0	18	0.00585914739055137
16.05	0	18	0.0058491225697039
16.06	0	18	0.00584827410840627
16.07	0	18	0.00584756747964854
16.08	0	18	0.00584686685561132
16.09	0.000168345262444329	18	0.00585000100666112
16.1	0.000212493114615792	18	0.00585032160795646
16.11	0	19	0.00566286880347696
16.12	0	19	0.00565888013117451
16.13	0	19	0.00565198028845914
16.14	0	19	0.00564186249744333
16.15	0	19	0.0056317599417581
16.16	0	19	0.00562398450818567
16.17	0	19	0.00561650033758126
16.18	0	19	0.00560902734280379
16.19	0	19	0.00560156550860113
16.2	0	19	0.00559411481973924
16.21	0	19	0.0055866898526212
16.22	0	19	0.00557939477637961
16.23	0	19	0.00557211061186042
16.24	0	19	0.00556483734407664
16.25	0	19	0.00555757495805962
16.26	0	19	0.00555032343885885
16.27	0	19	0.00554337895610491
16.28	0	19	0.00553863042515704
16.29	0	19	0.00553388961094743
16.3	0	19	0.00552915650419486
16.31	0	19	0.00552443109563228
16.32	0	19	0.00551971337600692
16.33	0	19	0.00551500333608021
16.34	0	19	0.00551030096662779
16.35	0	19	0.00550560625843952
16.36	0	19	0.00550091920231939
